id,ccr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,64,65,66,67,68,69,78,79
238,UFT.2014(L)7963,,-,+,-,-,-,-,-,-,-,,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
239,UFT.2014(L)6584,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,+,-,-,+,+,-,+,+,+,+,+,+,-,-,+,+,-,-,-,+,-,-,-,-,+,+,+,,,-,-,+,+,+,-,+,+,-,+,+,+,+
240,UFT.2014(L)6794,,-,+,-,-,-,-,-,-,,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,+,+,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,+,+,-,+,-,-
241,UFT.2014(L)7353,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,,-,-,-,-,-,-,+,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
242,UFT.2014(L)7719,,-,-,-,+,-,-,-,-,-,-,-,-,-,-,,-,-,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,+,-,-,
243,UFT.2014(L)7720,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,+,+,w,-,+,-,-,-,-,-,w,+,-,+,,,-,-,+,+,+,-,-,-,+,-,-,-,-
244,UFT.2014(L)7965,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,,-,-,,,,,
245,UFT.2014(L)6585,,-,-,-,-,-,-,-,-,-,-,w,w,-,-,w,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
246,UFT.2014(L)6606,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
247,UFT.2014(L)6607,,-,-,-,-,+,-,+,-,w,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,w,+,-,-,+,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
248,UFT.2014(L)6737,,-,+,-,-,-,+,+,-,+,-,+,+,+,-,+,+,-,+,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,+,,,+,+,+,+,+,-,-,-,+,+,+,-,-
249,UFT.2014(L)6782,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
250,UFT.2014(L)6793,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,w,-,+,-,-,-,-,-,-,-,-,+,-,+,-,,,-,-,+,+,+,-,-,-,+,+,+,-,-
251,UFT.2014(L)6796,,+,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,+,+,-,-,+,+,+,-,-,-,+,+,+,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
252,UFT.2014(L)6797,,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,+,-,-,-,-,+,+,+,,,+,+,+,+,+,-,-,-,-,+,+,-,-
253,UFT.2014(L)6867,,+,-,+,+,+,+,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-,+,+,+,+,-,-,+,+,-,-,+,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,+,-,-,+,+,-,-
254,UFT.2014(L)6990,,+,-,+,+,+,+,-,-,+,+,+,-,+,-,-,+,+,+,+,+,+,-,+,+,+,+,-,+,+,+,+,+,+,+,-,-,-,-,+,+,+,,,,,,,,,,,,,,,
255,UFT.2014(L)7254,,-,+,-,+,-,-,-,-,w,-,+,+,+,-,+,-,-,+,+,w,-,-,-,-,-,-,+,+,+,+,-,+,+,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
256,UFT.2014(L)7355,,+,-,+,+,+,+,-,-,+,+,+,-,+,-,-,-,+,-,-,-,+,-,+,+,+,+,-,+,+,+,-,-,+,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,+,-,-,+,+,-,-
257,UFT.2014(L)7365,,+,+,+,+,+,+,+,-,+,+,+,+,+,+,+,-,+,+,+,+,+,w,+,+,+,+,+,-,+,+,+,+,+,+,-,-,-,-,+,+,+,,,-,-,+,+,+,-,+,-,-,+,+,-,-
258,UFT.2014(L)7921,,-,+,-,+,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,+,+,+,+
259,UFT.2014(L)7724,,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,+,+,-,-
260,UFT.2014(L)7725,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,+,+,+,,,-,-,,,,,,,,,,,
261,UFT.2014(L)7726,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,+,-,-,-,-,+,+,+,+,,,+,-,+,+,-,-,+,+,+,+,+,+,-
262,UFT.2014(L)7967,,+,-,+,+,+,+,+,-,-,+,-,-,+,+,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,-,-,+,-,+,+,+,+,+
263,UFT.2014(L)7969,,-,-,-,-,w,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,+,-,-,+,w,-,-
264,UFT.2014(L)7970,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
265,UFT.2014(L)7971,,-,-,-,,+,-,-,-,-,-,,-,+,+,-,-,-,-,-,-,-,-,,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,+,-,+,+,+,,+,+,,,,,
266,UFT.2014(L)7972,,-,+,-,-,-,-,-,-,-,-,,-,+,-,-,-,-,-,+,-,-,-,,-,-,-,w,+,+,+,+,-,-,-,-,-,-,-,,-,-,,,-,-,+,+,-,,-,-,,,,,
267,UFT.2014(L)8026,,+,w,w,,w,-,-,-,-,-,,-,+,w,-,-,-,-,+,-,+,-,,w,-,w,-,+,+,+,-,-,-,-,-,-,-,-,w,-,+,,,+,-,+,+,+,,-,+,,,,,
268,UFT.2014(L)6808,,+,+,+,+,+,+,-,+,-,+,,-,+,+,+,-,-,-,+,-,+,+,,+,w,+,+,-,+,+,+,w,w,-,-,-,-,-,,+,+,,,-,-,+,+,-,,+,+,,,,,
269,UFT.2014(L)6568,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,+,+,-,
270,UFT.2014(L)6644,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,,,-,-,+,+,+,+,-,-,-,-,+,-,-
271,UFT.2014(L)6645,,+,+,+,+,+,+,-,+,-,+,,-,+,+,+,-,-,-,+,-,+,+,,+,w,+,+,-,+,+,+,w,-,-,-,-,-,-,,+,+,,,-,-,+,+,-,,+,+,,,,,
272,UFT.2014(L)6705,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,-,+,,,-,-,+,+,+,-,-,-,+,-,w,+,+
273,UFT.2014(L)7840,,+,+,+,+,+,+,-,+,-,+,,-,+,+,+,-,-,-,+,-,+,-,,+,w,+,+,-,+,+,+,w,w,-,-,-,-,-,,+,+,,,,,,,,,,,,,,,
274,UFT.2014(L)6622,,+,+,+,+,+,-,-,-,-,+,-,-,+,+,w,-,-,,+,-,+,w,+,+,-,+,-,-,+,+,-,-,-,-,,,,w,+,+,+,,,-,-,+,+,-,,+,+,,,,,
275,UFT.2014(L)7192,,+,+,+,+,+,+,+,+,-,+,-,-,+,+,w,-,-,,+,-,+,-,+,+,-,+,+,-,+,+,-,-,-,-,,,,w,+,+,+,,,-,-,+,+,-,,-,+,,,,,
276,UFT.2014(L)7395,,+,-,+,+,+,-,-,-,-,+,-,-,+,-,-,-,+,,-,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,,,,-,+,-,+,,,-,-,+,+,-,,-,-,,,,,
277,UFT.2014(L)7397,,w,+,-,-,+,-,,-,-,-,-,-,+,-,-,-,-,,w,-,-,-,-,-,-,-,w,+,+,+,-,-,-,-,,,,-,-,-,-,,,-,-,+,+,-,,-,-,,,,,
278,UFT.2014(L)7398,,+,+,+,+,+,+,+,w,-,+,,-,+,+,+,-,-,-,+,-,+,w,,+,w,+,+,-,+,+,+,w,-,-,-,-,-,+,,+,+,,,-,-,+,+,-,,+,+,,,,,
279,UFT.2014(L)7805,,+,+,+,,+,+,-,+,+,+,,-,+,+,-,-,-,-,+,w,+,-,,+,-,+,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,,,+,-,+,+,+,,+,+,,,,,
280,UFT.2014(L)7806,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,+
281,UFT.2014(L)6595,,+,-,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
282,UFT.2014(L)6700,,+,+,w,,+,+,-,-,-,+,,-,+,-,-,-,-,-,+,-,+,-,,+,-,+,+,+,+,w,+,+,-,-,-,-,-,-,+,-,+,,,-,-,+,+,+,,+,-,,,,,
283,UFT.2014(L)6702,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,w,w,-,,+,-,+,+,+,+,+,+,w,-,+,+,-,-,+,+,w,+,-,w,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
284,UFT.2014(L)6746,,+,+,+,+,+,+,-,,+,+,-,+,+,w,-,-,-,,+,-,+,w,+,+,+,+,+,w,+,+,-,-,+,+,-,+,-,w,+,-,+,,,-,-,+,+,-,-,-,-,-,-,-,-,-
285,UFT.2014(L)6768,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
286,UFT.2014(L)6790,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,+,+,-,+,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,+,-,w,-,+,+,+,+,,,-,-,+,+,-,-,+,+,-,+,-,+,+
287,UFT.2014(L)6792,,+,+,+,+,+,+,-,w,+,+,-,-,+,+,+,+,-,+,+,-,+,w,+,+,+,+,+,-,+,+,-,-,+,+,-,w,-,+,+,+,+,,,-,-,+,+,-,-,+,+,-,+,+,-,-
288,UFT.2014(L)6870,,+,+,+,,+,+,-,+,-,+,,-,+,+,w,-,+,-,+,w,+,w,,+,-,+,+,-,+,w,+,-,-,-,-,-,-,-,+,+,+,,,-,-,+,+,+,,+,+,,,,,
289,UFT.2014(L)7098,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,+,+,-,+,+,-,+,w,+,+,+,+,+,-,+,+,-,-,+,+,-,w,-,+,+,+,+,,,-,-,+,+,-,-,+,+,-,+,+,+,-
290,UFT.2014(L)7153,,-,-,+,+,+,+,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,-,-,+,,,-,-,+,+,-,-,-,-,+,+,+,-,-
291,UFT.2014(L)7158,,+,+,+,+,+,+,-,w,+,+,-,-,+,+,w,w,w,,+,-,+,+,+,+,+,+,+,+,+,+,-,-,+,+,-,+,-,+,+,+,+,,,,,,,,,,,,,,,
292,UFT.2014(L)7268,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
293,UFT.2014(L)7729,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
294,UFT.2014(L)7730,,+,+,+,+,+,+,-,,+,+,-,w,+,+,w,w,-,,+,-,+,+,+,+,+,+,w,+,+,+,-,-,+,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
295,UFT.2014(L)7973,,+,+,+,+,+,+,-,,+,+,-,w,+,+,w,w,-,,+,-,+,w,+,+,+,+,w,w,+,+,-,-,w,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
296,UFT.2014(L)7974,,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,,,,-,+,+,-,,,+,+,+,+,-,,-,+,,,,,
297,UFT.2014(L)6591,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,w,w,-,,+,-,+,+,+,+,+,+,+,w,+,+,-,-,+,+,-,+,-,w,+,+,+,,,-,-,+,+,-,-,-,-,-,+,+,+,-
298,UFT.2014(L)6720,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,w,w,-,,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,+,-,+,-,w,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
299,UFT.2014(L)6745,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,+,+,-,+,+,-,+,w,+,+,+,+,+,-,+,+,-,-,+,+,-,w,-,+,+,+,+,,,-,-,+,+,-,-,+,+,-,+,+,+,-
300,UFT.2014(L)6753,,+,+,+,+,+,+,-,w,-,+,,-,+,+,+,-,-,-,+,-,+,+,,+,w,+,+,+,+,+,+,w,-,-,-,-,-,,,+,+,,,-,-,+,+,-,,+,+,,,,,
301,UFT.2014(L)7019,,-,-,-,+,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
302,UFT.2014(L)7249,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
303,UFT.2014(L)7258,,w,+,+,+,+,+,+,-,-,+,-,-,w,+,+,+,+,,+,+,+,+,+,w,-,w,+,-,+,-,+,-,-,-,,,,+,-,-,+,,,+,+,+,+,-,,-,-,,,,,
304,UFT.2014(L)7733,,+,+,+,+,+,+,-,-,-,+,-,-,+,w,-,-,-,,+,-,+,w,+,+,+,+,+,w,+,+,-,-,-,+,-,-,-,w,+,-,+,,,-,-,+,+,-,-,-,-,-,-,+,-,-
305,UFT.2014(L)7734,,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,w,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,-,-,+,+
306,UFT.2014(L)7872,,w,-,w,+,-,-,+,-,-,-,-,-,+,+,-,+,-,,-,+,w,-,-,-,-,-,-,-,-,-,w,-,-,-,,,,-,w,-,+,,,-,-,+,+,-,,+,-,,,,,
307,UFT.2014(L)7873,,+,+,+,,+,+,-,+,w,+,,w,+,+,w,-,-,-,+,-,+,w,,+,-,+,w,-,+,+,-,-,-,-,-,-,-,-,+,+,+,,,+,-,+,+,+,,+,+,,,,,
308,UFT.2014(L)7876,,-,+,-,-,-,-,-,-,-,-,,-,+,-,-,-,-,-,+,-,-,-,,-,-,-,w,+,+,+,+,-,-,-,-,-,-,-,,-,-,,,-,-,+,+,-,,-,-,,,,,
309,UFT.2014(L)7877,,+,+,+,,+,+,-,-,-,+,,-,+,-,-,-,-,-,+,w,+,-,,+,-,+,+,+,+,+,+,-,-,-,-,-,-,-,+,-,+,,,+,-,+,+,+,,-,-,,,,,
310,UFT.2014(L)7878,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
311,UFT.2014(L)7977,,+,+,+,,+,+,-,-,w,+,,-,+,-,-,+,-,-,+,-,+,-,,+,-,+,+,-,+,+,-,+,-,-,-,-,-,-,+,+,+,,,+,+,+,+,+,,-,-,,,,,
312,UFT.2014(L)7910,,+,+,-,+,-,-,-,-,-,-,-,-,-,w,-,+,-,,w,-,-,w,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,-,-,-,-
313,UFT.2014(L)6732,,+,+,+,+,+,+,-,w,-,+,,-,+,+,+,-,-,-,+,-,+,w,,+,w,+,+,-,+,+,+,w,w,-,-,-,-,-,,+,+,,,-,-,+,+,-,,+,+,,,,,
314,UFT.2014(L)6754,,+,+,+,+,+,+,-,w,+,+,w,w,+,+,-,+,+,,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,-,w,+,-,+,,,-,-,+,+,-,-,-,-,-,-,+,-,-
315,UFT.2014(L)6761,,-,-,-,,-,-,-,-,-,-,,-,+,+,-,-,-,-,+,-,+,-,,+,-,-,+,+,+,-,+,+,-,-,-,-,-,-,w,+,+,,,-,-,+,+,+,,+,+,,,,,
316,UFT.2014(L)6784,,+,+,+,+,-,-,,-,-,+,-,-,+,+,w,-,-,,+,-,+,w,+,+,-,+,+,-,+,+,-,-,-,-,,,,-,+,+,+,,,-,-,+,+,-,,+,+,,,,,
317,UFT.2014(L)6872,,+,+,+,+,+,+,-,+,+,+,-,w,+,+,w,+,w,,+,-,+,+,+,+,+,+,-,w,+,+,-,-,w,+,w,+,-,+,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
318,UFT.2014(L)7159,,w,+,+,+,+,+,-,-,-,+,,-,+,-,-,-,-,-,+,-,+,-,,+,w,+,+,-,+,+,+,w,-,-,-,-,-,+,,-,+,,,-,-,+,+,-,,-,-,,,,,
319,UFT.2014(L)7248,,+,+,+,+,+,-,+,-,-,+,-,-,+,+,w,-,-,,+,-,+,-,+,+,w,+,+,-,+,+,-,-,-,-,,,,w,+,-,+,,,-,-,+,+,-,,-,-,,,,,
320,UFT.2014(L)7272,,+,+,+,+,+,+,-,,+,+,-,w,+,+,w,-,w,,+,-,+,w,+,+,+,+,w,w,+,+,-,-,+,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
321,UFT.2014(L)7359,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,-,-,,+,-,+,-,+,+,-,+,+,-,+,+,-,-,-,-,,,,w,+,-,+,,,-,-,+,+,-,-,-,-,+,+,-,-,-
322,UFT.2014(L)7735,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,w,+,+,+,+,-,-,-,-,-,-,,,-,-,,,-,-,+,+,-,,-,-,,,,,
323,UFT.2014(L)7737,,+,+,+,+,+,+,-,-,w,+,-,-,+,+,-,+,-,+,+,-,+,-,+,+,+,+,+,-,+,+,-,-,w,+,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,-,-,+,-,-,-
324,UFT.2014(L)7738,,+,+,+,+,+,+,-,-,-,+,w,-,+,w,-,-,-,,+,-,+,w,+,+,+,+,+,w,+,+,-,-,w,+,-,-,-,+,+,-,+,,,-,-,+,+,-,-,-,-,-,-,+,-,-
325,UFT.2014(L)7980,,+,-,-,+,-,w,-,-,w,-,-,-,+,+,-,w,-,,+,-,-,w,-,-,-,-,+,+,+,+,-,-,+,-,-,+,-,-,+,-,+,,,-,-,+,+,-,-,-,-,-,+,+,-,-
326,UFT.2014(L)8027,,-,-,-,+,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
327,UFT.2014(L)7880,,-,+,-,,-,-,-,-,-,-,,-,w,-,-,-,+,-,w,-,-,-,,-,-,+,-,-,+,w,-,-,-,-,-,-,-,-,w,-,+,,,-,-,+,+,+,,-,-,,,,,
328,UFT.2014(L)7881,,+,+,+,,+,+,w,-,w,+,,-,+,+,+,+,-,-,+,w,+,+,,+,-,-,+,-,+,+,+,-,-,-,-,-,-,+,w,-,+,,,+,+,+,+,+,,+,-,,,,,
329,UFT.2014(L)7882,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,w,w,-,,+,-,+,+,+,+,+,+,+,w,+,+,-,-,+,+,-,+,-,w,+,+,+,,,-,-,+,+,-,-,-,-,-,+,-,+,-
330,UFT.2014(L)6578,,+,+,+,+,+,-,+,-,-,+,-,-,+,+,w,-,+,,w,-,+,-,+,-,-,+,+,-,+,+,-,-,-,-,,,,-,+,-,+,,,-,-,+,+,-,,-,-,,,,,
331,UFT.2014(L)6581,,+,+,+,+,+,+,-,-,+,+,,-,+,+,+,-,-,-,+,-,+,-,,+,w,+,+,-,+,+,+,w,-,-,-,-,-,+,,-,+,,,-,-,+,+,-,,-,-,,,,,
332,UFT.2014(L)6706,,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,w,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,-,-,+,+
333,UFT.2014(L)7784,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
334,UFT.2014(L)6742,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,+,+,-,+,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,+,-,w,-,+,+,+,+,,,-,-,+,+,-,-,+,+,-,+,+,+,-
335,UFT.2014(L)6837,,+,+,+,+,+,+,-,,,+,-,w,+,w,-,-,-,,+,-,+,-,+,+,+,+,+,w,+,+,-,-,-,+,-,w,-,w,+,-,+,,,-,-,+,+,-,-,-,-,-,-,+,-,-
336,UFT.2014(L)6849,,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,,+,+,+,+,+,+,+,+,+,-,+,-,+,+,w,+,+,-,-,+,+,-,+,,,+,+,+,+,-,+,-,-,-,+,-,-,-
337,UFT.2014(L)7236,,+,+,+,+,+,+,-,w,+,+,-,-,+,+,w,+,-,,+,-,+,+,+,+,+,+,w,w,+,+,-,-,-,+,-,+,-,w,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
338,UFT.2014(L)7384,,+,+,+,+,+,+,-,-,-,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
339,UFT.2014(L)7739,,+,+,+,+,+,+,-,w,+,+,,-,+,+,+,w,-,-,+,-,+,+,,+,+,+,+,-,+,+,+,w,+,-,-,-,-,,,+,+,,,-,-,+,+,-,,+,-,,,,,
340,UFT.2014(L)7883,,-,-,-,+,-,-,-,-,+,-,,-,-,-,w,-,-,-,+,-,-,-,,-,-,-,+,+,+,+,+,-,-,-,-,-,-,,,-,-,,,-,-,+,+,-,,-,-,,,,,
341,UFT.2014(L)7887,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
342,UFT.2014(L)7888,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
343,UFT.2014(L)7889,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
344,UFT.2014(L)7982,,+,w,+,+,+,+,-,+,+,+,,-,+,+,w,w,-,-,w,-,+,+,,+,+,+,+,-,+,+,+,w,-,-,-,-,-,,,+,+,,,-,-,+,+,-,,+,+,,,,,
345,UFT.2014(L)7983,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
346,UFT.2014(L)7984,,w,+,+,+,+,+,-,-,+,+,,-,+,+,+,+,+,-,+,+,+,+,,+,-,+,+,-,+,-,+,-,-,-,-,-,-,-,,-,+,,,-,-,+,+,-,,-,-,,,,,
347,UFT.2014(L)6571,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,,,-,-,-,-,-,,-,-,,,,,
348,UFT.2014(L)6610,,+,-,+,,+,+,-,-,-,+,,-,+,-,-,-,-,-,-,-,+,-,,+,-,+,+,-,+,w,+,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,+,,-,-,,,,,
