id,ccr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,64,65,66,67,68,69,78,79
489,UFT.2014(L)6833,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
490,UFT.2014(L)7767,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
491,UFT.2014(L)6649,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
492,UFT.2014(L)6776,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
493,UFT.2014(L)6882,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
494,UFT.2014(L)6884,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
495,UFT.2014(L)6894,,-,-,-,-,+,-,-,-,w,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
496,UFT.2014(L)6902,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
497,UFT.2014(L)6942,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
498,UFT.2014(L)7764,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
499,UFT.2014(L)7786,,-,-,-,-,+,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
500,UFT.2014(L)7864,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
501,UFT.2014(L)7868,,+,+,+,+,+,+,w,-,-,+,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
502,UFT.2014(L)7259,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
503,UFT.2014(L)7264,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
504,UFT.2014(L)7193,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
505,UFT.2014(L)7968,,+,-,+,+,+,+,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
506,UFT.2014(L)7516,,-,-,-,-,+,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
507,UFT.2014(L)7517,,+,+,+,+,+,+,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,+,,,,,,,,,,,
508,UFT.2014(L)7519,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
509,UFT.2014(L)7923,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
510,UFT.2014(L)7924,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
511,UFT.2014(L)6554,,-,+,-,+,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
512,UFT.2014(L)6815,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
513,UFT.2014(L)6885,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
514,UFT.2014(L)6886,,-,+,-,+,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
515,UFT.2014(L)6892,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
516,UFT.2014(L)6895,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
517,UFT.2014(L)7162,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
518,UFT.2014(L)7257,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
519,UFT.2014(L)7362,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
520,UFT.2014(L)7512,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
521,UFT.2014(L)7513,,-,-,-,+,-,-,-,-,-,-,-,-,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
522,UFT.2014(L)7514,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
523,UFT.2014(L)7515,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
524,UFT.2014(L)7811,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
525,UFT.2014(L)7812,,+,+,+,+,+,+,-,w,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
526,UFT.2014(L)7925,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
527,UFT.2014(L)6820,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
528,UFT.2014(L)6901,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
529,UFT.2014(L)7775,,-,+,-,w,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
530,UFT.2014(L)7778,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
531,UFT.2014(L)7781,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
532,UFT.2014(L)7832,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
533,UFT.2014(L)7834,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
534,UFT.2014(L)7837,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
535,UFT.2014(L)7841,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
536,UFT.2014(L)7904,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
537,UFT.2014(L)7235,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
538,UFT.2014(L)7057,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
539,UFT.2014(L)7508,,-,-,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
540,UFT.2014(L)7813,,+,+,+,-,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
541,UFT.2014(L)816,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
542,UFT.2014(L)7817,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
543,UFT.2014(L)7928,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
544,UFT.2014(L)8004,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
545,UFT.2014(L)6807,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
546,UFT.2014(L)7768,,+,+,+,+,+,+,-,+,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
547,UFT.2014(L)7780,,-,+,-,w,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
548,UFT.2014(L)7909,,-,+,-,+,+,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
549,UFT.2014(L)7269,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
550,UFT.2014(L)7277,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
551,UFT.2014(L)7197,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
552,UFT.2014(L)7199,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
553,UFT.2014(L)7524,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
554,UFT.2014(L)7525,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
555,UFT.2014(L)7526,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
556,UFT.2014(L)7527,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
557,UFT.2014(L)7528,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,+,+,+,,,-,-,+,+,-,-,-,-,+,+,+,-,+
558,UFT.2014(L)7818b,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
559,UFT.2014(L)7819,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
560,UFT.2014(L)7821,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
561,UFT.2014(L)7930,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
562,UFT.2014(L)7931,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
563,UFT.2014(L)8022,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
564,UFT.2014(L)6811,,+,+,+,+,w,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
565,UFT.2014(L)6824,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
566,UFT.2014(L)6831,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
567,UFT.2014(L)6883,,+,+,+,+,+,+,-,+,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
568,UFT.2014(L)7944,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
569,UFT.2014(L)7278,,+,+,+,+,+,+,+,+,+,+,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,
570,UFT.2014(L)7529,,-,+,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
571,UFT.2014(L)7531,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
572,UFT.2014(L)7532,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
573,UFT.2014(L)7533,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
574,UFT.2014(L)7534,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
575,UFT.2014(L)7932,,-,+,-,+,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
576,UFT.2014(L)7933,,+,+,+,+,+,+,-,+,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
579,UFT.2015(L)7561,,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,+,-,-,+,+,+,+,+,+,+,+,,+,+,-,-,+,+,-,-,-,+,-,-,,+,-,+,+,+,+,-,-,-,+,-,-,,-,-
580,UFT.2015(L)7562,+,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,,+,-,+,+,+,+,-,-,-,-,-,-,,-,-
588,UFT.2015(L)7570,,+,+,+,-,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,+,+,+,-,-,+,-,-,+,+,+,,-,+,-,-,-,+,-,-,,+,-,+,-,-,-,-,,-,-,-,-,,-,-
590,UFT.2015(L)7572,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,,+,-,-,-,-,-,-,-,-,-,-,-,,-,-
592,UFT.2015(L)7574,-,+,+,+,+,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,+,+,,+,-,-,-,-,+,-,-,-,+,+,+,,+,-,-,-,-,-,-,-,-,-,-,-,,-,-
593,UFT.2015(L)7575,+,+,+,+,+,+,+,+,+,+,+,-,-,+,+,-,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,-,-,+,+,+,-,-,-,+,-,,+,-,-,-,+,+,-,-,-,-,-,-,,+,+
594,UFT.2015(L)7576,s,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
595,UFT.2015(L)7577,s,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,+,+,-,,+,-,+,-,+,+,-,-,+,+,-,-,,-,-
596,UFT.2015(L)7578,-,+,+,+,+,+,+,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,+,,+,-,-,-,-,+,-,-,-,+,+,+,,+,-,-,-,-,-,-,-,-,-,-,-,,-,-
597,UFT.2015(L)7579,-,+,+,+,+,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,,+,-,-,-,-,+,-,-,-,-,+,+,,+,-,-,-,-,-,-,-,-,-,-,-,,-,-
598,UFT.2015(L)7580,,+,+,-,+,+,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,+,-,+,,+,,-,+,-,-,-,+,-,+,,+,-,+,+,+,-,-,,-,-,-,-,,-,-
605,UFT.2015(L)7594,,+,-,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,-,+,-,+,+,+,-,-,+,-,+,,+,,+,+,-,-,-,+,+,-,,+,-,+,+,+,+,-,,-,-,-,-,,-,-
611,UFT.2015(L)7700,s,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,+,+,-,,+,-,+,-,+,+,-,-,+,+,-,-,,-,-
615,UFT.2015(L)7704,s,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,-,+,+,+,+,+,+,+,-,+,-,+,+,-,+,-,-,-,+,+,-,,+,-,+,+,+,+,-,+,+,+,-,+,,-,-
617,UFT.2015(L)7706,w,+,+,+,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,+,+,-,+,-,-,-,-,-,-,-,-,+,+,+,,+,-,-,-,+,+,-,-,-,-,-,-,,-,-
621,UFT.2015(L)7710,,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,-,-,-,+,+,+,+,+,+,-,+,-,+,,+,,-,+,-,-,-,+,-,-,,+,-,+,+,+,-,-,,-,-,-,-,,-,-
624,UFT.2015(L)7713,s,+,+,+,+,+,+,-,,+,,-,-,+,+,+,+,+,-,-,+,+,+,+,+,-,-,+,-,+,+,+,-,+,-,-,+,-,+,+,-,,+,-,-,+,+,+,-,-,-,-,-,-,,-,-
625,UFT.2015(L)7787,+,+,+,+,+,+,+,-,-,+,+,-,-,+,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,+,-,,+,-,-,-,+,+,-,-,+,+,-,-,,+,+
626,UFT.2015(L)7788,+,+,+,+,+,+,+,-,-,+,+,-,-,+,+,-,-,+,-,-,-,+,-,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,+,+,,+,-,-,-,+,+,-,-,+,+,-,+,,+,+
627,UFT.2015(L)7789,s,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,+,+,-,-,-,-,-,-,+,-,+,-,,+,-,-,-,+,+,-,-,-,-,-,-,,+,+
629,UFT.2015(L)7791,s,+,+,+,+,+,+,-,+,+,+,-,-,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,-,+,+,+,-,+,+,-,-,-,+,+,-,,+,-,-,+,+,+,-,-,+,-,-,-,,-,-
630,UFT.2015(L)7792,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,+,-,,+,-,-,+,+,+,-,-,-,-,-,-,,+,+
631,UFT.2015(L)7793,w,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,+,-,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,+,+,-,,+,-,+,+,+,+,-,-,-,-,-,+,,-,-
632,UFT.2015(L)7794,s,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,-,+,+,+,+,-,-,-,+,+,-,,+,-,+,+,+,+,-,+,+,+,-,+,,-,-
633,UFT.2015(L)7795,w,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,+,+,-,,+,-,+,+,+,+,-,+,+,+,-,+,,-,-
634,UFT.2015(L)7796,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,-,-,+,+,+,+,+,+,+,+,-,+,-,+,+,-,+,-,-,-,+,+,-,,+,-,-,+,+,+,-,+,+,+,-,+,,-,-
636,UFT.2015(L)7874,,+,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,+,,+,,-,-,-,-,-,-,+,-,,+,-,-,-,+,+,-,,-,-,-,-,,+,-
642,UFT.2015(L)7913,,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,+,,+,,-,-,-,-,-,-,+,-,,+,-,-,-,+,+,-,,-,-,-,-,,+,-
643,UFT.2015(L)7914,,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,+,,+,,-,-,-,-,-,-,+,-,,+,-,-,-,+,+,-,,-,-,-,-,,+,-
699,UFT.2015(L)8007,+,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,-,-,+,-,+,-,-,-,-,+,-,-,-,-,+,-,,+,-,-,-,+,+,-,-,+,+,-,-,,-,-
704,UFT.2015(L)8012,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,+,-,+,-,-,-,-,+,+,+,-,-,+,-,+,+,-,-,+,-,-,-,-,+,+,-,,+,-,+,+,+,+,,-,+,+,-,-,,+,-
707,UFT.2015(L)8015,s,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,+,-,-,+,+,+,-,+,-,-,,+,-,-,-,+,+,-,-,-,-,-,-,,-,-
711,UFT.2015(L)8019,,+,-,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,-,+,+,+,+,+,,-,-,-,-,,+,,-,+,-,-,-,+,+,-,,+,-,-,-,+,-,-,,-,-,-,-,,-,-
730,UFT.2015(L)8046,,+,+,+,+,+,+,-,+,+,+,-,+,-,+,+,+,+,-,-,+,+,+,+,+,+,-,+,-,+,,-,,+,-,-,-,-,+,+,-,,+,-,-,+,+,+,-,,-,+,-,-,,+,-
736,UFT.2015(L)8057,,+,-,+,+,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,+,+,+,+,+,-,-,+,-,+,,+,,-,+,-,-,-,+,+,-,,+,-,-,+,+,+,-,,-,+,-,-,,-,-
744,UFT.2015(L)8065,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,,+,-,-,-,+,+,,-,-,+,-,+,,+,-
745,UFT.2015(L)8067,,+,+,+,+,,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,,-,,-,+,-,-,-,-,+,-,,+,-,-,+,+,+,-,,-,-,-,+,,+,-
754,UFT.2015(L)8079,,+,-,+,+,+,+,-,+,+,+,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,-,+,-,+,,-,,-,+,-,-,-,-,-,-,,+,-,+,+,+,+,-,,-,-,-,w,,+,-
757,UFT.2015(L)8082,,+,-,+,+,+,+,-,-,+,+,-,-,+,+,+,+,+,-,-,-,+,+,+,-,+,-,+,-,+,,-,,-,+,-,-,-,+,-,+,,+,-,+,+,+,+,-,,-,+,-,-,,-,-
758,UFT.2015(L)8083,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,-,-,,-,-,-,-,-,-,+,+,,+,-,-,-,+,+,,-,-,+,-,+,,+,-
761,UFT.2015(L)8085,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,-,-,+,-,-,-,+,-,+,+,+,+,-,-,+,,+,,+,+,-,-,-,-,+,+,,+,-,-,-,+,+,-,,-,+,-,-,,+,-
762,UFT.2015(L)8086,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,+,-,-,,-,-,-,-,-,,-,-
763,UFT.2015(L)8087,,+,-,+,+,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,,-,,+,+,-,-,-,+,+,-,,+,-,-,-,+,+,-,,-,+,-,-,,+,-
